Zivildienst Die Dienstleistung in der Armee kann mit unüberwindbaren Gewissenskonflikten verbunden sein. Die Bundesverfassung garantiert in diesen Fällen mit Art. 59 eine Alternative: den zivilen Ersatzdienst. Die Dauer des zivilen Ersatzdienstes beträgt das 1,5-Fache der üblichen militärischen Dienstpflicht. Gleich wie beim Militärdienst besteht auch beim Zivildienst eine Pflicht zur Dienstleistung. Im Falle einer noch nicht abgeschlossenen Berufslehre müssen die Einsätze deshalb mit der Ausbildung koordiniert werden. Wie Angehörige der Armee haben auch Zivildienstleistende Anspruch auf Erwerbsersatz.|Gibt es eine Pflicht zur Dienstleistung beim Zivildienst? | Gleich wie beim Militärdienst besteht auch beim Zivildienst eine Pflicht zur Dienstleistung. 
Zivildienst Die Dienstleistung in der Armee kann mit unüberwindbaren Gewissenskonflikten verbunden sein. Die Bundesverfassung garantiert in diesen Fällen mit Art. 59 eine Alternative: den zivilen Ersatzdienst. Die Dauer des zivilen Ersatzdienstes beträgt das 1,5-Fache der üblichen militärischen Dienstpflicht. Gleich wie beim Militärdienst besteht auch beim Zivildienst eine Pflicht zur Dienstleistung. Im Falle einer noch nicht abgeschlossenen Berufslehre müssen die Einsätze deshalb mit der Ausbildung koordiniert werden. Wie Angehörige der Armee haben auch Zivildienstleistende Anspruch auf Erwerbsersatz.|Was passiert, wenn jemand eine Berufslehre absolviert und Zivildienst leisten muss? | Im Falle einer noch nicht abgeschlossenen Berufslehre müssen die Einsätze deshalb mit der Ausbildung koordiniert werden. 
Zivildienst Die Dienstleistung in der Armee kann mit unüberwindbaren Gewissenskonflikten verbunden sein. Die Bundesverfassung garantiert in diesen Fällen mit Art. 59 eine Alternative: den zivilen Ersatzdienst. Die Dauer des zivilen Ersatzdienstes beträgt das 1,5-Fache der üblichen militärischen Dienstpflicht. Gleich wie beim Militärdienst besteht auch beim Zivildienst eine Pflicht zur Dienstleistung. Im Falle einer noch nicht abgeschlossenen Berufslehre müssen die Einsätze deshalb mit der Ausbildung koordiniert werden. Wie Angehörige der Armee haben auch Zivildienstleistende Anspruch auf Erwerbsersatz.|Haben Zivildienstleistende Anspruch auf Erwerbsersatz? | Wie Angehörige der Armee haben auch Zivildienstleistende Anspruch auf Erwerbsersatz. 
Was ist ein Lehrbetriebsverbund? Ein Lehrbetriebsverbund ist ein Zusammenschluss von mehreren Betrieben, die alleine nicht ausbilden können resp. wollen. Die Betriebe ergänzen sich mit ihren Tätigkeiten und können so Lernenden eine umfassende Bildung in beruflicher Praxis gewährleisten.|Was ist ein Lehrbetriebsverbund? | Ein Lehrbetriebsverbund ist ein Zusammenschluss von mehreren Betrieben, die alleine nicht ausbilden können resp. wollen. 
Was ist ein Lehrbetriebsverbund? Ein Lehrbetriebsverbund ist ein Zusammenschluss von mehreren Betrieben, die alleine nicht ausbilden können resp. wollen. Die Betriebe ergänzen sich mit ihren Tätigkeiten und können so Lernenden eine umfassende Bildung in beruflicher Praxis gewährleisten.|Warum schließen sich Betriebe zu einem Lehrbetriebsverbund zusammen? | Die Betriebe ergänzen sich mit ihren Tätigkeiten und können so Lernenden eine umfassende Bildung in beruflicher Praxis gewährleisten. 
Lehrbetriebsverbünde bestimmen eine Leitorganisation oder einen Leitbetrieb, die oder der den Lehrvertrag mit den Lernenden abschliesst. Diese Leitstellen erhalten die Bildungsbewilligung und regeln die Zusammenarbeit mit den beteiligten Ausbildungsbetrieben. Zudem vertreten sie den Verbund nach aussen (Kantone und Dritte). Die Lernenden werden in verschiedenen Betrieben ausgebildet (Rotationsprinzip). Somit können sich kleine oder spezialisierte Betriebe aktiv an der beruflichen Grundbildung beteiligen. Bezüglich Organisation lässt sich die Ausbildung in einem Lehrbetriebsverbund mit der Ausbildung in einem Betrieb mit mehreren Abteilungen vergleichen. Der administrative sowie der Bildungsaufwand der einzelnen Betriebe werden durch die zentrale Verwaltung einer Leitorganisation optimiert.|Was bestimmen Lehrbetriebsverbünde? | eine Leitorganisation oder einen Leitbetrieb 
Lehrbetriebsverbünde bestimmen eine Leitorganisation oder einen Leitbetrieb, die oder der den Lehrvertrag mit den Lernenden abschliesst. Diese Leitstellen erhalten die Bildungsbewilligung und regeln die Zusammenarbeit mit den beteiligten Ausbildungsbetrieben. Zudem vertreten sie den Verbund nach aussen (Kantone und Dritte). Die Lernenden werden in verschiedenen Betrieben ausgebildet (Rotationsprinzip). Somit können sich kleine oder spezialisierte Betriebe aktiv an der beruflichen Grundbildung beteiligen. Bezüglich Organisation lässt sich die Ausbildung in einem Lehrbetriebsverbund mit der Ausbildung in einem Betrieb mit mehreren Abteilungen vergleichen. Der administrative sowie der Bildungsaufwand der einzelnen Betriebe werden durch die zentrale Verwaltung einer Leitorganisation optimiert.|Wer schließt den Lehrvertrag mit den Lernenden ab? | die Leitorganisation oder der Leitbetrieb 
Lehrbetriebsverbünde bestimmen eine Leitorganisation oder einen Leitbetrieb, die oder der den Lehrvertrag mit den Lernenden abschliesst. Diese Leitstellen erhalten die Bildungsbewilligung und regeln die Zusammenarbeit mit den beteiligten Ausbildungsbetrieben. Zudem vertreten sie den Verbund nach aussen (Kantone und Dritte). Die Lernenden werden in verschiedenen Betrieben ausgebildet (Rotationsprinzip). Somit können sich kleine oder spezialisierte Betriebe aktiv an der beruflichen Grundbildung beteiligen. Bezüglich Organisation lässt sich die Ausbildung in einem Lehrbetriebsverbund mit der Ausbildung in einem Betrieb mit mehreren Abteilungen vergleichen. Der administrative sowie der Bildungsaufwand der einzelnen Betriebe werden durch die zentrale Verwaltung einer Leitorganisation optimiert.|Was erhalten die Leitstellen? | die Bildungsbewilligung 
Lehrbetriebsverbünde bestimmen eine Leitorganisation oder einen Leitbetrieb, die oder der den Lehrvertrag mit den Lernenden abschliesst. Diese Leitstellen erhalten die Bildungsbewilligung und regeln die Zusammenarbeit mit den beteiligten Ausbildungsbetrieben. Zudem vertreten sie den Verbund nach aussen (Kantone und Dritte). Die Lernenden werden in verschiedenen Betrieben ausgebildet (Rotationsprinzip). Somit können sich kleine oder spezialisierte Betriebe aktiv an der beruflichen Grundbildung beteiligen. Bezüglich Organisation lässt sich die Ausbildung in einem Lehrbetriebsverbund mit der Ausbildung in einem Betrieb mit mehreren Abteilungen vergleichen. Der administrative sowie der Bildungsaufwand der einzelnen Betriebe werden durch die zentrale Verwaltung einer Leitorganisation optimiert.|Wofür sind Leitstellen zuständig? | regeln die Zusammenarbeit mit den beteiligten Ausbildungsbetrieben und vertreten den Verbund nach aussen (Kantone und Dritte) 
Lehrbetriebsverbünde bestimmen eine Leitorganisation oder einen Leitbetrieb, die oder der den Lehrvertrag mit den Lernenden abschliesst. Diese Leitstellen erhalten die Bildungsbewilligung und regeln die Zusammenarbeit mit den beteiligten Ausbildungsbetrieben. Zudem vertreten sie den Verbund nach aussen (Kantone und Dritte). Die Lernenden werden in verschiedenen Betrieben ausgebildet (Rotationsprinzip). Somit können sich kleine oder spezialisierte Betriebe aktiv an der beruflichen Grundbildung beteiligen. Bezüglich Organisation lässt sich die Ausbildung in einem Lehrbetriebsverbund mit der Ausbildung in einem Betrieb mit mehreren Abteilungen vergleichen. Der administrative sowie der Bildungsaufwand der einzelnen Betriebe werden durch die zentrale Verwaltung einer Leitorganisation optimiert.|Wie werden die Lernenden in Lehrbetriebsverbünden ausgebildet? | in verschiedenen Betrieben (Rotationsprinzip) 
Lehrbetriebsverbünde bestimmen eine Leitorganisation oder einen Leitbetrieb, die oder der den Lehrvertrag mit den Lernenden abschliesst. Diese Leitstellen erhalten die Bildungsbewilligung und regeln die Zusammenarbeit mit den beteiligten Ausbildungsbetrieben. Zudem vertreten sie den Verbund nach aussen (Kantone und Dritte). Die Lernenden werden in verschiedenen Betrieben ausgebildet (Rotationsprinzip). Somit können sich kleine oder spezialisierte Betriebe aktiv an der beruflichen Grundbildung beteiligen. Bezüglich Organisation lässt sich die Ausbildung in einem Lehrbetriebsverbund mit der Ausbildung in einem Betrieb mit mehreren Abteilungen vergleichen. Der administrative sowie der Bildungsaufwand der einzelnen Betriebe werden durch die zentrale Verwaltung einer Leitorganisation optimiert.|Welche Betriebe können sich aktiv an der beruflichen Grundbildung beteiligen? | kleine oder spezialisierte Betriebe 
Lehrbetriebsverbünde bestimmen eine Leitorganisation oder einen Leitbetrieb, die oder der den Lehrvertrag mit den Lernenden abschliesst. Diese Leitstellen erhalten die Bildungsbewilligung und regeln die Zusammenarbeit mit den beteiligten Ausbildungsbetrieben. Zudem vertreten sie den Verbund nach aussen (Kantone und Dritte). Die Lernenden werden in verschiedenen Betrieben ausgebildet (Rotationsprinzip). Somit können sich kleine oder spezialisierte Betriebe aktiv an der beruflichen Grundbildung beteiligen. Bezüglich Organisation lässt sich die Ausbildung in einem Lehrbetriebsverbund mit der Ausbildung in einem Betrieb mit mehreren Abteilungen vergleichen. Der administrative sowie der Bildungsaufwand der einzelnen Betriebe werden durch die zentrale Verwaltung einer Leitorganisation optimiert.|Womit lässt sich die Organisation der Ausbildung in einem Lehrbetriebsverbund vergleichen? | mit der Ausbildung in einem Betrieb mit mehreren Abteilungen 
Lehrbetriebsverbünde bestimmen eine Leitorganisation oder einen Leitbetrieb, die oder der den Lehrvertrag mit den Lernenden abschliesst. Diese Leitstellen erhalten die Bildungsbewilligung und regeln die Zusammenarbeit mit den beteiligten Ausbildungsbetrieben. Zudem vertreten sie den Verbund nach aussen (Kantone und Dritte). Die Lernenden werden in verschiedenen Betrieben ausgebildet (Rotationsprinzip). Somit können sich kleine oder spezialisierte Betriebe aktiv an der beruflichen Grundbildung beteiligen. Bezüglich Organisation lässt sich die Ausbildung in einem Lehrbetriebsverbund mit der Ausbildung in einem Betrieb mit mehreren Abteilungen vergleichen. Der administrative sowie der Bildungsaufwand der einzelnen Betriebe werden durch die zentrale Verwaltung einer Leitorganisation optimiert.|Was wird durch die zentrale Verwaltung einer Leitorganisation optimiert? | der administrative sowie der Bildungsaufwand der einzelnen Betriebe 
Die Leitorganisation oder der Leitbetrieb ist sowohl Vertragspartner als auch Bindeglied zwischen den beteiligten Betrieben und der lernenden Person. Es ist möglich, über Kantonsgrenzen hinweg Verbünde zu schaffen. Für die Zuständigkeit seitens der kantonalen Behörden ist der Sitz der Leitorganisation ausschlaggebend. Zentrale Punkte der Ausbildung im Verbund sind gesetzlich klar geregelt. Diese gesetzlichen Grundlagen erlauben eine grosse Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde.|Was ist die Rolle der Leitorganisation oder des Leitbetriebs? | Vertragspartner als auch Bindeglied zwischen den beteiligten Betrieben und der lernenden Person. 
Die Leitorganisation oder der Leitbetrieb ist sowohl Vertragspartner als auch Bindeglied zwischen den beteiligten Betrieben und der lernenden Person. Es ist möglich, über Kantonsgrenzen hinweg Verbünde zu schaffen. Für die Zuständigkeit seitens der kantonalen Behörden ist der Sitz der Leitorganisation ausschlaggebend. Zentrale Punkte der Ausbildung im Verbund sind gesetzlich klar geregelt. Diese gesetzlichen Grundlagen erlauben eine grosse Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde.|Ist es möglich, Verbünde über Kantonsgrenzen hinweg zu schaffen? | Es ist möglich, über Kantonsgrenzen hinweg Verbünde zu schaffen. 
Die Leitorganisation oder der Leitbetrieb ist sowohl Vertragspartner als auch Bindeglied zwischen den beteiligten Betrieben und der lernenden Person. Es ist möglich, über Kantonsgrenzen hinweg Verbünde zu schaffen. Für die Zuständigkeit seitens der kantonalen Behörden ist der Sitz der Leitorganisation ausschlaggebend. Zentrale Punkte der Ausbildung im Verbund sind gesetzlich klar geregelt. Diese gesetzlichen Grundlagen erlauben eine grosse Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde.|Welcher Faktor bestimmt die Zuständigkeit der kantonalen Behörden? | der Sitz der Leitorganisation 
Die Leitorganisation oder der Leitbetrieb ist sowohl Vertragspartner als auch Bindeglied zwischen den beteiligten Betrieben und der lernenden Person. Es ist möglich, über Kantonsgrenzen hinweg Verbünde zu schaffen. Für die Zuständigkeit seitens der kantonalen Behörden ist der Sitz der Leitorganisation ausschlaggebend. Zentrale Punkte der Ausbildung im Verbund sind gesetzlich klar geregelt. Diese gesetzlichen Grundlagen erlauben eine grosse Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde.|Sind zentrale Punkte der Ausbildung im Verbund gesetzlich geregelt? | Zentrale Punkte der Ausbildung im Verbund sind gesetzlich klar geregelt. 
Die Leitorganisation oder der Leitbetrieb ist sowohl Vertragspartner als auch Bindeglied zwischen den beteiligten Betrieben und der lernenden Person. Es ist möglich, über Kantonsgrenzen hinweg Verbünde zu schaffen. Für die Zuständigkeit seitens der kantonalen Behörden ist der Sitz der Leitorganisation ausschlaggebend. Zentrale Punkte der Ausbildung im Verbund sind gesetzlich klar geregelt. Diese gesetzlichen Grundlagen erlauben eine grosse Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde.|Erlauben die gesetzlichen Grundlagen Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde? | Diese gesetzlichen Grundlagen erlauben eine grosse Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde. 
Verordnung vom 19. November 2003 über die Berufsbildung (BBV): Art. 6 Begriffe c. Lehrbetriebsverbund: ein Zusammenschluss von mehreren Betrieben zum Zweck, Lernenden in verschiedenen spezialisierten Betrieben eine umfassende Bildung in beruflicher Praxis zu gewährleisten; Art. 8 Lehrvertrag 2 Findet die Grundbildung in einem Lehrbetriebsverbund statt, so schliesst der Leitbetrieb oder die Leitorganisation mit der lernenden Person den Lehrvertrag ab.|Wann wurde die Verordnung über die Berufsbildung verabschiedet? | 19. November 2003 
Verordnung vom 19. November 2003 über die Berufsbildung (BBV): Art. 6 Begriffe c. Lehrbetriebsverbund: ein Zusammenschluss von mehreren Betrieben zum Zweck, Lernenden in verschiedenen spezialisierten Betrieben eine umfassende Bildung in beruflicher Praxis zu gewährleisten; Art. 8 Lehrvertrag 2 Findet die Grundbildung in einem Lehrbetriebsverbund statt, so schliesst der Leitbetrieb oder die Leitorganisation mit der lernenden Person den Lehrvertrag ab.|Was ist ein Lehrbetriebsverbund laut Art. 6 der BBV? | ein Zusammenschluss von mehreren Betrieben zum Zweck, Lernenden in verschiedenen spezialisierten Betrieben eine umfassende Bildung in beruflicher Praxis zu gewährleisten 
Verordnung vom 19. November 2003 über die Berufsbildung (BBV): Art. 6 Begriffe c. Lehrbetriebsverbund: ein Zusammenschluss von mehreren Betrieben zum Zweck, Lernenden in verschiedenen spezialisierten Betrieben eine umfassende Bildung in beruflicher Praxis zu gewährleisten; Art. 8 Lehrvertrag 2 Findet die Grundbildung in einem Lehrbetriebsverbund statt, so schliesst der Leitbetrieb oder die Leitorganisation mit der lernenden Person den Lehrvertrag ab.|Welcher Artikel der BBV beschäftigt sich mit dem Lehrvertrag? | Art. 8 
Verordnung vom 19. November 2003 über die Berufsbildung (BBV): Art. 6 Begriffe c. Lehrbetriebsverbund: ein Zusammenschluss von mehreren Betrieben zum Zweck, Lernenden in verschiedenen spezialisierten Betrieben eine umfassende Bildung in beruflicher Praxis zu gewährleisten; Art. 8 Lehrvertrag 2 Findet die Grundbildung in einem Lehrbetriebsverbund statt, so schliesst der Leitbetrieb oder die Leitorganisation mit der lernenden Person den Lehrvertrag ab.|Wer schließt den Lehrvertrag ab, wenn die Grundbildung in einem Lehrbetriebsverbund stattfindet? | der Leitbetrieb oder die Leitorganisation mit der lernenden Person 
Art. 9 Standort der betrieblich organisierten Grundbildung 3 Bei einem Lehrbetriebsverbund ist der Standort des Leitbetriebs oder der Leitorganisation massgebend.Art. 14 Lehrbetriebsverbund 1 Die an einem Lehrbetriebsverbund beteiligten Betriebe regeln ihre Zuständigkeiten und Verantwortlichkeiten in einem schriftlichen Vertrag. 2 Sie benennen einen Leitbetrieb oder eine Leitorganisation, die den Lehrvertrag abschliesst und den Verbund gegenüber aussen vertritt. 3 Die Bildungsbewilligung für den Lehrbetriebsverbund wird dem Leitbetrieb oder der Leitorganisation erteilt.|Was ist der Standort der betrieblich organisierten Grundbildung bei einem Lehrbetriebsverbund? | der Standort des Leitbetriebs oder der Leitorganisation 
Art. 9 Standort der betrieblich organisierten Grundbildung 3 Bei einem Lehrbetriebsverbund ist der Standort des Leitbetriebs oder der Leitorganisation massgebend.Art. 14 Lehrbetriebsverbund 1 Die an einem Lehrbetriebsverbund beteiligten Betriebe regeln ihre Zuständigkeiten und Verantwortlichkeiten in einem schriftlichen Vertrag. 2 Sie benennen einen Leitbetrieb oder eine Leitorganisation, die den Lehrvertrag abschliesst und den Verbund gegenüber aussen vertritt. 3 Die Bildungsbewilligung für den Lehrbetriebsverbund wird dem Leitbetrieb oder der Leitorganisation erteilt.|Wie regeln die Betriebe in einem Lehrbetriebsverbund ihre Zuständigkeiten und Verantwortlichkeiten? | in einem schriftlichen Vertrag 
Art. 9 Standort der betrieblich organisierten Grundbildung 3 Bei einem Lehrbetriebsverbund ist der Standort des Leitbetriebs oder der Leitorganisation massgebend.Art. 14 Lehrbetriebsverbund 1 Die an einem Lehrbetriebsverbund beteiligten Betriebe regeln ihre Zuständigkeiten und Verantwortlichkeiten in einem schriftlichen Vertrag. 2 Sie benennen einen Leitbetrieb oder eine Leitorganisation, die den Lehrvertrag abschliesst und den Verbund gegenüber aussen vertritt. 3 Die Bildungsbewilligung für den Lehrbetriebsverbund wird dem Leitbetrieb oder der Leitorganisation erteilt.|Was benennen die Betriebe in einem Lehrbetriebsverbund? | einen Leitbetrieb oder eine Leitorganisation 
Art. 9 Standort der betrieblich organisierten Grundbildung 3 Bei einem Lehrbetriebsverbund ist der Standort des Leitbetriebs oder der Leitorganisation massgebend.Art. 14 Lehrbetriebsverbund 1 Die an einem Lehrbetriebsverbund beteiligten Betriebe regeln ihre Zuständigkeiten und Verantwortlichkeiten in einem schriftlichen Vertrag. 2 Sie benennen einen Leitbetrieb oder eine Leitorganisation, die den Lehrvertrag abschliesst und den Verbund gegenüber aussen vertritt. 3 Die Bildungsbewilligung für den Lehrbetriebsverbund wird dem Leitbetrieb oder der Leitorganisation erteilt.|Wofür ist der Leitbetrieb oder die Leitorganisation in einem Lehrbetriebsverbund verantwortlich? | den Lehrvertrag abschliesst und den Verbund gegenüber aussen vertritt 
Art. 9 Standort der betrieblich organisierten Grundbildung 3 Bei einem Lehrbetriebsverbund ist der Standort des Leitbetriebs oder der Leitorganisation massgebend.Art. 14 Lehrbetriebsverbund 1 Die an einem Lehrbetriebsverbund beteiligten Betriebe regeln ihre Zuständigkeiten und Verantwortlichkeiten in einem schriftlichen Vertrag. 2 Sie benennen einen Leitbetrieb oder eine Leitorganisation, die den Lehrvertrag abschliesst und den Verbund gegenüber aussen vertritt. 3 Die Bildungsbewilligung für den Lehrbetriebsverbund wird dem Leitbetrieb oder der Leitorganisation erteilt.|Wem wird die Bildungsbewilligung für den Lehrbetriebsverbund erteilt? | dem Leitbetrieb oder der Leitorganisation 
Welche Modelle sind möglich? Kleinverbund In einem Kleinverbund schliessen sich zwei oder mehrere Betriebe zusammen und bilden ergänzend aus. Verantwortlich für die Bildung der Lernenden ist der Leitbetrieb, die Partnerbetriebe decken Lernbereiche ab, die der Lehrbetrieb nicht vermitteln kann, oder die vom Partnerbetrieb besser vermittelt werden können.|Welche Art von Verbund wird beschrieben, wenn sich zwei oder mehrere Betriebe zusammenschließen und ergänzend ausbilden? | Kleinverbund 
Welche Modelle sind möglich? Kleinverbund In einem Kleinverbund schliessen sich zwei oder mehrere Betriebe zusammen und bilden ergänzend aus. Verantwortlich für die Bildung der Lernenden ist der Leitbetrieb, die Partnerbetriebe decken Lernbereiche ab, die der Lehrbetrieb nicht vermitteln kann, oder die vom Partnerbetrieb besser vermittelt werden können.|Wer ist verantwortlich für die Bildung der Lernenden in einem Kleinverbund? | der Leitbetrieb 
Welche Modelle sind möglich? Kleinverbund In einem Kleinverbund schliessen sich zwei oder mehrere Betriebe zusammen und bilden ergänzend aus. Verantwortlich für die Bildung der Lernenden ist der Leitbetrieb, die Partnerbetriebe decken Lernbereiche ab, die der Lehrbetrieb nicht vermitteln kann, oder die vom Partnerbetrieb besser vermittelt werden können.|Wofür sind die Partnerbetriebe in einem Kleinverbund zuständig? | decken Lernbereiche ab, die der Lehrbetrieb nicht vermitteln kann, oder die vom Partnerbetrieb besser vermittelt werden können 
