Kann die Rekrutenschule verschoben werden? Die RS kann in Ausnahmefällen auf ein begründetes Gesuch der lernenden Person verschoben werden. Insbesondere, wenn die berufliche Grundbildung noch nicht abgeschlossen ist. Nachteile, die sich aus einer Verschiebung für die lernende Person später ergeben können (Häufung von Dienstleistungen, unpassende Dienstzeiten), sollten zu Gunsten einer kontinuierlichen Ausbildung in Kauf genommen werden. Hingegen kann das Verschieben der Sommer-RS, Beginn jeweils etwa Ende Juni, vom Lehrbetrieb nicht verlangt werden, wenn die lernende Person im letzten Lehrjahr ist.|Kann der Lehrbetrieb das Verschieben der Sommer-RS verlangen, wenn die lernende Person im letzten Lehrjahr ist? | Hingegen kann das Verschieben der Sommer-RS, Beginn jeweils etwa Ende Juni, vom Lehrbetrieb nicht verlangt werden, wenn die lernende Person im letzten Lehrjahr ist. 
Ist eine Lehrvertragsauflösung erforderlich, wenn die lernende Person vor Ende der Lehrzeit die RS beginnt? Die lernende Person verlässt den Lehrbetrieb vor Ablauf des Lehrvertrags, jedoch, weil sie ohne ihr Verschulden zur Erfüllung einer gesetzlichen Pflicht an der Arbeitsleistung verhindert wird (Art. 324a Abs. 1 und 2 OR). Eine Auflösung des Lehrvertrags ist nicht erforderlich.|Wann ist eine Lehrvertragsauflösung erforderlich? | wenn die lernende Person vor Ende der Lehrzeit die RS beginnt 
Ist eine Lehrvertragsauflösung erforderlich, wenn die lernende Person vor Ende der Lehrzeit die RS beginnt? Die lernende Person verlässt den Lehrbetrieb vor Ablauf des Lehrvertrags, jedoch, weil sie ohne ihr Verschulden zur Erfüllung einer gesetzlichen Pflicht an der Arbeitsleistung verhindert wird (Art. 324a Abs. 1 und 2 OR). Eine Auflösung des Lehrvertrags ist nicht erforderlich.|Warum verlässt die lernende Person den Lehrbetrieb vor Ablauf des Lehrvertrags? | weil sie ohne ihr Verschulden zur Erfüllung einer gesetzlichen Pflicht an der Arbeitsleistung verhindert wird 
Ist eine Lehrvertragsauflösung erforderlich, wenn die lernende Person vor Ende der Lehrzeit die RS beginnt? Die lernende Person verlässt den Lehrbetrieb vor Ablauf des Lehrvertrags, jedoch, weil sie ohne ihr Verschulden zur Erfüllung einer gesetzlichen Pflicht an der Arbeitsleistung verhindert wird (Art. 324a Abs. 1 und 2 OR). Eine Auflösung des Lehrvertrags ist nicht erforderlich.|Welcher Artikel des Obligationenrechts bezieht sich auf die Arbeitsverhinderung der lernenden Person? | Art. 324a Abs. 1 und 2 OR 
Ist eine Lehrvertragsauflösung erforderlich, wenn die lernende Person vor Ende der Lehrzeit die RS beginnt? Die lernende Person verlässt den Lehrbetrieb vor Ablauf des Lehrvertrags, jedoch, weil sie ohne ihr Verschulden zur Erfüllung einer gesetzlichen Pflicht an der Arbeitsleistung verhindert wird (Art. 324a Abs. 1 und 2 OR). Eine Auflösung des Lehrvertrags ist nicht erforderlich.|Ist eine Auflösung des Lehrvertrags notwendig, wenn die lernende Person zur Erfüllung einer gesetzlichen Pflicht an der Arbeitsleistung verhindert wird? | Eine Auflösung des Lehrvertrags ist nicht erforderli
Muss die versäumte Lehrzeit nachgeholt werden? Die wegen der RS versäumte Lehrzeit muss nicht nachgeholt werden, der Lehrvertrag endet mit dem vorgesehenen Datum. Mit der erfolgreichen Absolvierung der Abschlussprüfung hat die lernende Person bewiesen, dass sie die Ziele und Anforderungen in der beruflichen Praxis erreicht hat. Falls die gesamte Dauer der RS in die berufliche Grundbildung fallen sollte, ist es empfehlenswert, diese erst nach der beruflichen Grundbildung (Erstausbildung) anzutreten. Bei längerer Unterbrechung durch Militärdienst kann die berufliche Grundbildung nur verlängert werden, wenn das Bildungsziel in der noch zur Verfügung stehenden Zeit nicht erreicht werden kann. Eine Verlängerung ist im Einvernehmen der Vertragsparteien und mit Zustimmung des kantonalen Berufsbildungsamts möglich.|Muss die versäumte Lehrzeit wegen der RS nachgeholt werden? | Die wegen der RS versäumte Lehrzeit muss nicht nachgeholt werden 
Muss die versäumte Lehrzeit nachgeholt werden? Die wegen der RS versäumte Lehrzeit muss nicht nachgeholt werden, der Lehrvertrag endet mit dem vorgesehenen Datum. Mit der erfolgreichen Absolvierung der Abschlussprüfung hat die lernende Person bewiesen, dass sie die Ziele und Anforderungen in der beruflichen Praxis erreicht hat. Falls die gesamte Dauer der RS in die berufliche Grundbildung fallen sollte, ist es empfehlenswert, diese erst nach der beruflichen Grundbildung (Erstausbildung) anzutreten. Bei längerer Unterbrechung durch Militärdienst kann die berufliche Grundbildung nur verlängert werden, wenn das Bildungsziel in der noch zur Verfügung stehenden Zeit nicht erreicht werden kann. Eine Verlängerung ist im Einvernehmen der Vertragsparteien und mit Zustimmung des kantonalen Berufsbildungsamts möglich.|Wann endet der Lehrvertrag? | der Lehrvertrag endet mit dem vorgesehenen Datum 
Muss die versäumte Lehrzeit nachgeholt werden? Die wegen der RS versäumte Lehrzeit muss nicht nachgeholt werden, der Lehrvertrag endet mit dem vorgesehenen Datum. Mit der erfolgreichen Absolvierung der Abschlussprüfung hat die lernende Person bewiesen, dass sie die Ziele und Anforderungen in der beruflichen Praxis erreicht hat. Falls die gesamte Dauer der RS in die berufliche Grundbildung fallen sollte, ist es empfehlenswert, diese erst nach der beruflichen Grundbildung (Erstausbildung) anzutreten. Bei längerer Unterbrechung durch Militärdienst kann die berufliche Grundbildung nur verlängert werden, wenn das Bildungsziel in der noch zur Verfügung stehenden Zeit nicht erreicht werden kann. Eine Verlängerung ist im Einvernehmen der Vertragsparteien und mit Zustimmung des kantonalen Berufsbildungsamts möglich.|Was beweist die erfolgreiche Absolvierung der Abschlussprüfung? | die lernende Person bewiesen, dass sie die Ziele und Anforderungen in der beruflichen Praxis erreicht hat 
Muss die versäumte Lehrzeit nachgeholt werden? Die wegen der RS versäumte Lehrzeit muss nicht nachgeholt werden, der Lehrvertrag endet mit dem vorgesehenen Datum. Mit der erfolgreichen Absolvierung der Abschlussprüfung hat die lernende Person bewiesen, dass sie die Ziele und Anforderungen in der beruflichen Praxis erreicht hat. Falls die gesamte Dauer der RS in die berufliche Grundbildung fallen sollte, ist es empfehlenswert, diese erst nach der beruflichen Grundbildung (Erstausbildung) anzutreten. Bei längerer Unterbrechung durch Militärdienst kann die berufliche Grundbildung nur verlängert werden, wenn das Bildungsziel in der noch zur Verfügung stehenden Zeit nicht erreicht werden kann. Eine Verlängerung ist im Einvernehmen der Vertragsparteien und mit Zustimmung des kantonalen Berufsbildungsamts möglich.|Wann ist es empfehlenswert, die RS anzutreten? | es empfehlenswert, diese erst nach der beruflichen Grundbildung (Erstausbildung) anzutreten 
Muss die versäumte Lehrzeit nachgeholt werden? Die wegen der RS versäumte Lehrzeit muss nicht nachgeholt werden, der Lehrvertrag endet mit dem vorgesehenen Datum. Mit der erfolgreichen Absolvierung der Abschlussprüfung hat die lernende Person bewiesen, dass sie die Ziele und Anforderungen in der beruflichen Praxis erreicht hat. Falls die gesamte Dauer der RS in die berufliche Grundbildung fallen sollte, ist es empfehlenswert, diese erst nach der beruflichen Grundbildung (Erstausbildung) anzutreten. Bei längerer Unterbrechung durch Militärdienst kann die berufliche Grundbildung nur verlängert werden, wenn das Bildungsziel in der noch zur Verfügung stehenden Zeit nicht erreicht werden kann. Eine Verlängerung ist im Einvernehmen der Vertragsparteien und mit Zustimmung des kantonalen Berufsbildungsamts möglich.|Unter welchen Bedingungen kann die berufliche Grundbildung verlängert werden? | die berufliche Grundbildung nur verlängert werden, wenn das Bildungsziel in der noch zur Verfügung stehenden Zeit nicht erreicht werden kann 
Muss die versäumte Lehrzeit nachgeholt werden? Die wegen der RS versäumte Lehrzeit muss nicht nachgeholt werden, der Lehrvertrag endet mit dem vorgesehenen Datum. Mit der erfolgreichen Absolvierung der Abschlussprüfung hat die lernende Person bewiesen, dass sie die Ziele und Anforderungen in der beruflichen Praxis erreicht hat. Falls die gesamte Dauer der RS in die berufliche Grundbildung fallen sollte, ist es empfehlenswert, diese erst nach der beruflichen Grundbildung (Erstausbildung) anzutreten. Bei längerer Unterbrechung durch Militärdienst kann die berufliche Grundbildung nur verlängert werden, wenn das Bildungsziel in der noch zur Verfügung stehenden Zeit nicht erreicht werden kann. Eine Verlängerung ist im Einvernehmen der Vertragsparteien und mit Zustimmung des kantonalen Berufsbildungsamts möglich.|Wie kann eine Verlängerung der beruflichen Grundbildung erfolgen? | Eine Verlängerung ist im Einvernehmen der Vertragsparteien und mit Zustimmung des kantonalen Berufsbildungsamts möglich 
Wird für die Abschlussprüfung während der Rekrutenschule Urlaub gewährt? Fällt die Abschlussprüfung zeitlich in die RS, so muss der für die Prüfung benötigte Urlaub beim zuständigen Kommandanten verlangt werden. Lernende werden für die Teilnahme an Abschlussprüfungen und an offiziellen Abschlussfeiern durch die zuständigen RS-Kommandanten beurlaubt. Es ist dafür ein Aufgebot oder eine Einladung vorzulegen.|Wird für die Abschlussprüfung während der Rekrutenschule Urlaub gewährt? | Lernende werden für die Teilnahme an Abschlussprüfungen und an offiziellen Abschlussfeiern durch die zuständigen RS-Kommandanten beurlaubt. 
Wird für die Abschlussprüfung während der Rekrutenschule Urlaub gewährt? Fällt die Abschlussprüfung zeitlich in die RS, so muss der für die Prüfung benötigte Urlaub beim zuständigen Kommandanten verlangt werden. Lernende werden für die Teilnahme an Abschlussprüfungen und an offiziellen Abschlussfeiern durch die zuständigen RS-Kommandanten beurlaubt. Es ist dafür ein Aufgebot oder eine Einladung vorzulegen.|Was muss man tun, wenn die Abschlussprüfung zeitlich in die RS fällt? | Der für die Prüfung benötigte Urlaub beim zuständigen Kommandanten verlangt werden. 
Wird für die Abschlussprüfung während der Rekrutenschule Urlaub gewährt? Fällt die Abschlussprüfung zeitlich in die RS, so muss der für die Prüfung benötigte Urlaub beim zuständigen Kommandanten verlangt werden. Lernende werden für die Teilnahme an Abschlussprüfungen und an offiziellen Abschlussfeiern durch die zuständigen RS-Kommandanten beurlaubt. Es ist dafür ein Aufgebot oder eine Einladung vorzulegen.|Was ist vorzulegen, um Urlaub für die Teilnahme an Abschlussprüfungen und offiziellen Abschlussfeiern zu erhalten? | Es ist dafür ein Aufgebot oder eine Einladung vorzulegen. 
Ist der Lehrbetrieb verpflichtet, den Lohn bis zum vertraglichen Ende der beruflichen Grundbildung zu bezahlen? Die lernende Person hat bis zum Ende der beruflichen Grundbildung Anspruch auf Lohnzahlung, weil sie ohne ihr Verschulden zur Erfüllung einer gesetzlichen Pflicht an der Arbeitsleistung verhindert wird (Art. 324a Abs. 1 und 2 OR). Muss die lernende Person während ihrer beruflichen Grundbildung Militärdienst (RS, Abverdienen, WK) leisten, so stehen ihr Beiträge aus der Erwerbsersatzordnung zu. Wenn die Erwerbsausfallentschädigung 80 oder mehr Prozent des Lohns deckt, musst der Lehrbetrieb keinen Lohn mehr entrichten (Art. 324b OR). Die lernende Person hat in diesem Fall jedoch Anrecht auf Auszahlung der vollen Erwerbsausfallentschädigung. Gemäss Erwerbsersatzordnung erhalten Rekruten eine Entschädigung von Fr. 69.– pro Tag. Ist der Lohn der lernenden Person nicht höher als Fr. 2’000.– und wird die lernende Person nach der RS nicht im Lehrbetrieb beschäftigt, kann die Lohnzahlung per letzten Arbeits- oder Ferientag vor Eintritt in die RS abgeschlossen werden. Weitergehende Leistungen des Lehrbetriebs (z. B. gemäss gesamtarbeitsvertraglichen Bestimmungen) bleiben vorbehalten. Eine Ausnahme gilt für Rekruten mit Kindern. Sie erhalten gleiche Entschädigungen wie Personen (Erwerbstätige/Nichterwerbstätige), die ihre Grundausbildung abgeschlossen haben.|Ist der Lehrbetrieb verpflichtet, den Lohn bis zum vertraglichen Ende der beruflichen Grundbildung zu bezahlen? | Die lernende Person hat bis zum Ende der beruflichen Grundbildung Anspruch auf Lohnzahlung, weil sie ohne ihr Verschulden zur Erfüllung einer gesetzlichen Pflicht an der Arbeitsleistung verhindert wird (Art. 324a Abs. 1 und 2 OR). 
Ist der Lehrbetrieb verpflichtet, den Lohn bis zum vertraglichen Ende der beruflichen Grundbildung zu bezahlen? Die lernende Person hat bis zum Ende der beruflichen Grundbildung Anspruch auf Lohnzahlung, weil sie ohne ihr Verschulden zur Erfüllung einer gesetzlichen Pflicht an der Arbeitsleistung verhindert wird (Art. 324a Abs. 1 und 2 OR). Muss die lernende Person während ihrer beruflichen Grundbildung Militärdienst (RS, Abverdienen, WK) leisten, so stehen ihr Beiträge aus der Erwerbsersatzordnung zu. Wenn die Erwerbsausfallentschädigung 80 oder mehr Prozent des Lohns deckt, musst der Lehrbetrieb keinen Lohn mehr entrichten (Art. 324b OR). Die lernende Person hat in diesem Fall jedoch Anrecht auf Auszahlung der vollen Erwerbsausfallentschädigung. Gemäss Erwerbsersatzordnung erhalten Rekruten eine Entschädigung von Fr. 69.– pro Tag. Ist der Lohn der lernenden Person nicht höher als Fr. 2’000.– und wird die lernende Person nach der RS nicht im Lehrbetrieb beschäftigt, kann die Lohnzahlung per letzten Arbeits- oder Ferientag vor Eintritt in die RS abgeschlossen werden. Weitergehende Leistungen des Lehrbetriebs (z. B. gemäss gesamtarbeitsvertraglichen Bestimmungen) bleiben vorbehalten. Eine Ausnahme gilt für Rekruten mit Kindern. Sie erhalten gleiche Entschädigungen wie Personen (Erwerbstätige/Nichterwerbstätige), die ihre Grundausbildung abgeschlossen haben.|Welche Beiträge stehen einer lernenden Person zu, die während ihrer beruflichen Grundbildung Militärdienst leisten muss? | Beiträge aus der Erwerbsersatzordnung. 
Ist der Lehrbetrieb verpflichtet, den Lohn bis zum vertraglichen Ende der beruflichen Grundbildung zu bezahlen? Die lernende Person hat bis zum Ende der beruflichen Grundbildung Anspruch auf Lohnzahlung, weil sie ohne ihr Verschulden zur Erfüllung einer gesetzlichen Pflicht an der Arbeitsleistung verhindert wird (Art. 324a Abs. 1 und 2 OR). Muss die lernende Person während ihrer beruflichen Grundbildung Militärdienst (RS, Abverdienen, WK) leisten, so stehen ihr Beiträge aus der Erwerbsersatzordnung zu. Wenn die Erwerbsausfallentschädigung 80 oder mehr Prozent des Lohns deckt, musst der Lehrbetrieb keinen Lohn mehr entrichten (Art. 324b OR). Die lernende Person hat in diesem Fall jedoch Anrecht auf Auszahlung der vollen Erwerbsausfallentschädigung. Gemäss Erwerbsersatzordnung erhalten Rekruten eine Entschädigung von Fr. 69.– pro Tag. Ist der Lohn der lernenden Person nicht höher als Fr. 2’000.– und wird die lernende Person nach der RS nicht im Lehrbetrieb beschäftigt, kann die Lohnzahlung per letzten Arbeits- oder Ferientag vor Eintritt in die RS abgeschlossen werden. Weitergehende Leistungen des Lehrbetriebs (z. B. gemäss gesamtarbeitsvertraglichen Bestimmungen) bleiben vorbehalten. Eine Ausnahme gilt für Rekruten mit Kindern. Sie erhalten gleiche Entschädigungen wie Personen (Erwerbstätige/Nichterwerbstätige), die ihre Grundausbildung abgeschlossen haben.|Unter welchen Bedingungen muss der Lehrbetrieb keinen Lohn mehr entrichten, wenn die lernende Person Militärdienst leistet? | Wenn die Erwerbsausfallentschädigung 80 oder mehr Prozent des Lohns deckt. 
Ist der Lehrbetrieb verpflichtet, den Lohn bis zum vertraglichen Ende der beruflichen Grundbildung zu bezahlen? Die lernende Person hat bis zum Ende der beruflichen Grundbildung Anspruch auf Lohnzahlung, weil sie ohne ihr Verschulden zur Erfüllung einer gesetzlichen Pflicht an der Arbeitsleistung verhindert wird (Art. 324a Abs. 1 und 2 OR). Muss die lernende Person während ihrer beruflichen Grundbildung Militärdienst (RS, Abverdienen, WK) leisten, so stehen ihr Beiträge aus der Erwerbsersatzordnung zu. Wenn die Erwerbsausfallentschädigung 80 oder mehr Prozent des Lohns deckt, musst der Lehrbetrieb keinen Lohn mehr entrichten (Art. 324b OR). Die lernende Person hat in diesem Fall jedoch Anrecht auf Auszahlung der vollen Erwerbsausfallentschädigung. Gemäss Erwerbsersatzordnung erhalten Rekruten eine Entschädigung von Fr. 69.– pro Tag. Ist der Lohn der lernenden Person nicht höher als Fr. 2’000.– und wird die lernende Person nach der RS nicht im Lehrbetrieb beschäftigt, kann die Lohnzahlung per letzten Arbeits- oder Ferientag vor Eintritt in die RS abgeschlossen werden. Weitergehende Leistungen des Lehrbetriebs (z. B. gemäss gesamtarbeitsvertraglichen Bestimmungen) bleiben vorbehalten. Eine Ausnahme gilt für Rekruten mit Kindern. Sie erhalten gleiche Entschädigungen wie Personen (Erwerbstätige/Nichterwerbstätige), die ihre Grundausbildung abgeschlossen haben.|Auf welche Entschädigung hat die lernende Person Anrecht, wenn die Erwerbsausfallentschädigung 80 oder mehr Prozent des Lohns deckt? | Auszahlung der vollen Erwerbsausfallentschädigung. 
Ist der Lehrbetrieb verpflichtet, den Lohn bis zum vertraglichen Ende der beruflichen Grundbildung zu bezahlen? Die lernende Person hat bis zum Ende der beruflichen Grundbildung Anspruch auf Lohnzahlung, weil sie ohne ihr Verschulden zur Erfüllung einer gesetzlichen Pflicht an der Arbeitsleistung verhindert wird (Art. 324a Abs. 1 und 2 OR). Muss die lernende Person während ihrer beruflichen Grundbildung Militärdienst (RS, Abverdienen, WK) leisten, so stehen ihr Beiträge aus der Erwerbsersatzordnung zu. Wenn die Erwerbsausfallentschädigung 80 oder mehr Prozent des Lohns deckt, musst der Lehrbetrieb keinen Lohn mehr entrichten (Art. 324b OR). Die lernende Person hat in diesem Fall jedoch Anrecht auf Auszahlung der vollen Erwerbsausfallentschädigung. Gemäss Erwerbsersatzordnung erhalten Rekruten eine Entschädigung von Fr. 69.– pro Tag. Ist der Lohn der lernenden Person nicht höher als Fr. 2’000.– und wird die lernende Person nach der RS nicht im Lehrbetrieb beschäftigt, kann die Lohnzahlung per letzten Arbeits- oder Ferientag vor Eintritt in die RS abgeschlossen werden. Weitergehende Leistungen des Lehrbetriebs (z. B. gemäss gesamtarbeitsvertraglichen Bestimmungen) bleiben vorbehalten. Eine Ausnahme gilt für Rekruten mit Kindern. Sie erhalten gleiche Entschädigungen wie Personen (Erwerbstätige/Nichterwerbstätige), die ihre Grundausbildung abgeschlossen haben.|Wie hoch ist die Entschädigung für Rekruten gemäss Erwerbsersatzordnung? | Fr. 69.– pro Tag. 
