Bis 18. Altersjahr Ab 18. Altersjahr Abendarbeit Jugendliche von mehr als 16 Jahren bis max. 22.00 Uhr. Höchstens 9 Stunden pro Tag. Tages- und Abendarbeit müssen innerhalb von 12 Stunden liegen. Art. 10 Abs. 1 ArG in Verbindung mit Art. 31 Abs. 1 ArG, Art. 31 Abs. 2 ArG Achtung: Jugendliche dürfen vor Berufsfachschultagen oder überbetrieblichen Kursen längstens bis 20.00 Uhr beschäftigt werden (wegen Ruhezeiten). Art. 16 Abs. 2 ArGV 5 Abendarbeit 20.00 bis 23.00 Uhr. Innerhalb von 14 Stunden inkl. Pausen und Überzeit. Art. 10 Abs. 1 und 3 ArG Ab 18. Altersjahr Abendarbeit Jugendliche von mehr als 16 Jahren bis max. 22.00 Uhr. Höchstens 9 Stunden pro Tag. Tages- und Abendarbeit müssen innerhalb von 12 Stunden liegen. Art. 10 Abs. 1 ArG in Verbindung mit Art. 31 Abs. 1 ArG, Art. 31 Abs. 2 ArG Achtung: Jugendliche dürfen vor Berufsfachschultagen oder überbetrieblichen Kursen längstens bis 20.00 Uhr beschäftigt werden (wegen Ruhezeiten). Art. 16 Abs. 2 ArGV 5 Abendarbeit 20.00 bis 23.00 Uhr. Innerhalb von 14 Stunden inkl. Pausen und Überzeit. Art. 10 Abs. 1 und 3 ArG|Wie viele Stunden pro Tag dürfen Jugendliche ab 16 Jahren maximal arbeiten? | Höchstens 9 Stunden pro Tag. 
Bis 18. Altersjahr Ab 18. Altersjahr Abendarbeit Jugendliche von mehr als 16 Jahren bis max. 22.00 Uhr. Höchstens 9 Stunden pro Tag. Tages- und Abendarbeit müssen innerhalb von 12 Stunden liegen. Art. 10 Abs. 1 ArG in Verbindung mit Art. 31 Abs. 1 ArG, Art. 31 Abs. 2 ArG Achtung: Jugendliche dürfen vor Berufsfachschultagen oder überbetrieblichen Kursen längstens bis 20.00 Uhr beschäftigt werden (wegen Ruhezeiten). Art. 16 Abs. 2 ArGV 5 Abendarbeit 20.00 bis 23.00 Uhr. Innerhalb von 14 Stunden inkl. Pausen und Überzeit. Art. 10 Abs. 1 und 3 ArG Ab 18. Altersjahr Abendarbeit Jugendliche von mehr als 16 Jahren bis max. 22.00 Uhr. Höchstens 9 Stunden pro Tag. Tages- und Abendarbeit müssen innerhalb von 12 Stunden liegen. Art. 10 Abs. 1 ArG in Verbindung mit Art. 31 Abs. 1 ArG, Art. 31 Abs. 2 ArG Achtung: Jugendliche dürfen vor Berufsfachschultagen oder überbetrieblichen Kursen längstens bis 20.00 Uhr beschäftigt werden (wegen Ruhezeiten). Art. 16 Abs. 2 ArGV 5 Abendarbeit 20.00 bis 23.00 Uhr. Innerhalb von 14 Stunden inkl. Pausen und Überzeit. Art. 10 Abs. 1 und 3 ArG|Wie lange müssen Tages- und Abendarbeit für Jugendliche ab 16 Jahren innerhalb liegen? | innerhalb von 12 Stunden 
Bis 18. Altersjahr Ab 18. Altersjahr Abendarbeit Jugendliche von mehr als 16 Jahren bis max. 22.00 Uhr. Höchstens 9 Stunden pro Tag. Tages- und Abendarbeit müssen innerhalb von 12 Stunden liegen. Art. 10 Abs. 1 ArG in Verbindung mit Art. 31 Abs. 1 ArG, Art. 31 Abs. 2 ArG Achtung: Jugendliche dürfen vor Berufsfachschultagen oder überbetrieblichen Kursen längstens bis 20.00 Uhr beschäftigt werden (wegen Ruhezeiten). Art. 16 Abs. 2 ArGV 5 Abendarbeit 20.00 bis 23.00 Uhr. Innerhalb von 14 Stunden inkl. Pausen und Überzeit. Art. 10 Abs. 1 und 3 ArG Ab 18. Altersjahr Abendarbeit Jugendliche von mehr als 16 Jahren bis max. 22.00 Uhr. Höchstens 9 Stunden pro Tag. Tages- und Abendarbeit müssen innerhalb von 12 Stunden liegen. Art. 10 Abs. 1 ArG in Verbindung mit Art. 31 Abs. 1 ArG, Art. 31 Abs. 2 ArG Achtung: Jugendliche dürfen vor Berufsfachschultagen oder überbetrieblichen Kursen längstens bis 20.00 Uhr beschäftigt werden (wegen Ruhezeiten). Art. 16 Abs. 2 ArGV 5 Abendarbeit 20.00 bis 23.00 Uhr. Innerhalb von 14 Stunden inkl. Pausen und Überzeit. Art. 10 Abs. 1 und 3 ArG|Bis wann dürfen Jugendliche vor Berufsfachschultagen oder überbetrieblichen Kursen beschäftigt werden? | längstens bis 20.00 Uhr 
Bis 18. Altersjahr Ab 18. Altersjahr Abendarbeit Jugendliche von mehr als 16 Jahren bis max. 22.00 Uhr. Höchstens 9 Stunden pro Tag. Tages- und Abendarbeit müssen innerhalb von 12 Stunden liegen. Art. 10 Abs. 1 ArG in Verbindung mit Art. 31 Abs. 1 ArG, Art. 31 Abs. 2 ArG Achtung: Jugendliche dürfen vor Berufsfachschultagen oder überbetrieblichen Kursen längstens bis 20.00 Uhr beschäftigt werden (wegen Ruhezeiten). Art. 16 Abs. 2 ArGV 5 Abendarbeit 20.00 bis 23.00 Uhr. Innerhalb von 14 Stunden inkl. Pausen und Überzeit. Art. 10 Abs. 1 und 3 ArG Ab 18. Altersjahr Abendarbeit Jugendliche von mehr als 16 Jahren bis max. 22.00 Uhr. Höchstens 9 Stunden pro Tag. Tages- und Abendarbeit müssen innerhalb von 12 Stunden liegen. Art. 10 Abs. 1 ArG in Verbindung mit Art. 31 Abs. 1 ArG, Art. 31 Abs. 2 ArG Achtung: Jugendliche dürfen vor Berufsfachschultagen oder überbetrieblichen Kursen längstens bis 20.00 Uhr beschäftigt werden (wegen Ruhezeiten). Art. 16 Abs. 2 ArGV 5 Abendarbeit 20.00 bis 23.00 Uhr. Innerhalb von 14 Stunden inkl. Pausen und Überzeit. Art. 10 Abs. 1 und 3 ArG|Wann ist die Abendarbeit für Jugendliche ab 18 Jahren erlaubt? | 20.00 bis 23.00 Uhr. 
Bis 18. Altersjahr Ab 18. Altersjahr Abendarbeit Jugendliche von mehr als 16 Jahren bis max. 22.00 Uhr. Höchstens 9 Stunden pro Tag. Tages- und Abendarbeit müssen innerhalb von 12 Stunden liegen. Art. 10 Abs. 1 ArG in Verbindung mit Art. 31 Abs. 1 ArG, Art. 31 Abs. 2 ArG Achtung: Jugendliche dürfen vor Berufsfachschultagen oder überbetrieblichen Kursen längstens bis 20.00 Uhr beschäftigt werden (wegen Ruhezeiten). Art. 16 Abs. 2 ArGV 5 Abendarbeit 20.00 bis 23.00 Uhr. Innerhalb von 14 Stunden inkl. Pausen und Überzeit. Art. 10 Abs. 1 und 3 ArG Ab 18. Altersjahr Abendarbeit Jugendliche von mehr als 16 Jahren bis max. 22.00 Uhr. Höchstens 9 Stunden pro Tag. Tages- und Abendarbeit müssen innerhalb von 12 Stunden liegen. Art. 10 Abs. 1 ArG in Verbindung mit Art. 31 Abs. 1 ArG, Art. 31 Abs. 2 ArG Achtung: Jugendliche dürfen vor Berufsfachschultagen oder überbetrieblichen Kursen längstens bis 20.00 Uhr beschäftigt werden (wegen Ruhezeiten). Art. 16 Abs. 2 ArGV 5 Abendarbeit 20.00 bis 23.00 Uhr. Innerhalb von 14 Stunden inkl. Pausen und Überzeit. Art. 10 Abs. 1 und 3 ArG|Wie lange dürfen Jugendliche ab 18 Jahren innerhalb von 14 Stunden arbeiten, einschließlich Pausen und Überzeit? | Innerhalb von 14 Stunden inkl. Pausen und Überzeit. 
Nachtarbeit 22.00 bis 06.00 Uhr Grundsätzlich nicht möglich, Ausnahmen bewilligt die kantonale Arbeitsmarktbehörde, sofern die Beschäftigung in der Nacht unentbehrlich ist. Art. 12 ArGV 5, Art. 31 Abs. 4 ArG In verschiedenen Berufen gibt es eine spezielle Regelung zur Nachtarbeit, diese finden Sie in der Verordnung des Eidg. Departements für Wirtschaft, Bildung und Forschung (WBF) über die Ausnahmen vom Verbot von Nacht- und Sonntagsarbeit während der beruflichen Grundbildung (SR 822.115.4, Link siehe weiter hinten). Nachtarbeit 23.00 bis 06.00 Uhr Grundsätzlich ausgeschlossen. Ausnahmen bedürfen der Bewilligung. Verschiedene Ausnahmen sind im Anhang zu ArGV 2 aufgelistet. Art. 16 ArG, Art. 17 Abs. 1 ArG Die Arbeitszeit während der Nacht darf sich auf max. 9 Stunden belaufen, sie muss mit Einschluss der Pausen in einem Zeitraum von 10 Stunden liegen. Art. 17a ArG, ArGV 2 Lohnzuschlag für vorübergehende Nachtarbeit (unter 25 Nächte pro Kalenderjahr) von 25%, Zeitzuschlag von 10% bei regelmässiger Nachtarbeit. Art. 17b ArG|Wann ist Nachtarbeit grundsätzlich nicht möglich? | 22.00 bis 06.00 Uhr 
Nachtarbeit 22.00 bis 06.00 Uhr Grundsätzlich nicht möglich, Ausnahmen bewilligt die kantonale Arbeitsmarktbehörde, sofern die Beschäftigung in der Nacht unentbehrlich ist. Art. 12 ArGV 5, Art. 31 Abs. 4 ArG In verschiedenen Berufen gibt es eine spezielle Regelung zur Nachtarbeit, diese finden Sie in der Verordnung des Eidg. Departements für Wirtschaft, Bildung und Forschung (WBF) über die Ausnahmen vom Verbot von Nacht- und Sonntagsarbeit während der beruflichen Grundbildung (SR 822.115.4, Link siehe weiter hinten). Nachtarbeit 23.00 bis 06.00 Uhr Grundsätzlich ausgeschlossen. Ausnahmen bedürfen der Bewilligung. Verschiedene Ausnahmen sind im Anhang zu ArGV 2 aufgelistet. Art. 16 ArG, Art. 17 Abs. 1 ArG Die Arbeitszeit während der Nacht darf sich auf max. 9 Stunden belaufen, sie muss mit Einschluss der Pausen in einem Zeitraum von 10 Stunden liegen. Art. 17a ArG, ArGV 2 Lohnzuschlag für vorübergehende Nachtarbeit (unter 25 Nächte pro Kalenderjahr) von 25%, Zeitzuschlag von 10% bei regelmässiger Nachtarbeit. Art. 17b ArG|Welche Behörde bewilligt Ausnahmen für Nachtarbeit? | kantonale Arbeitsmarktbehörde 
Nachtarbeit 22.00 bis 06.00 Uhr Grundsätzlich nicht möglich, Ausnahmen bewilligt die kantonale Arbeitsmarktbehörde, sofern die Beschäftigung in der Nacht unentbehrlich ist. Art. 12 ArGV 5, Art. 31 Abs. 4 ArG In verschiedenen Berufen gibt es eine spezielle Regelung zur Nachtarbeit, diese finden Sie in der Verordnung des Eidg. Departements für Wirtschaft, Bildung und Forschung (WBF) über die Ausnahmen vom Verbot von Nacht- und Sonntagsarbeit während der beruflichen Grundbildung (SR 822.115.4, Link siehe weiter hinten). Nachtarbeit 23.00 bis 06.00 Uhr Grundsätzlich ausgeschlossen. Ausnahmen bedürfen der Bewilligung. Verschiedene Ausnahmen sind im Anhang zu ArGV 2 aufgelistet. Art. 16 ArG, Art. 17 Abs. 1 ArG Die Arbeitszeit während der Nacht darf sich auf max. 9 Stunden belaufen, sie muss mit Einschluss der Pausen in einem Zeitraum von 10 Stunden liegen. Art. 17a ArG, ArGV 2 Lohnzuschlag für vorübergehende Nachtarbeit (unter 25 Nächte pro Kalenderjahr) von 25%, Zeitzuschlag von 10% bei regelmässiger Nachtarbeit. Art. 17b ArG|In welchem Gesetz und Artikel sind Ausnahmen für Nachtarbeit geregelt? | Art. 12 ArGV 5, Art. 31 Abs. 4 ArG 
Nachtarbeit 22.00 bis 06.00 Uhr Grundsätzlich nicht möglich, Ausnahmen bewilligt die kantonale Arbeitsmarktbehörde, sofern die Beschäftigung in der Nacht unentbehrlich ist. Art. 12 ArGV 5, Art. 31 Abs. 4 ArG In verschiedenen Berufen gibt es eine spezielle Regelung zur Nachtarbeit, diese finden Sie in der Verordnung des Eidg. Departements für Wirtschaft, Bildung und Forschung (WBF) über die Ausnahmen vom Verbot von Nacht- und Sonntagsarbeit während der beruflichen Grundbildung (SR 822.115.4, Link siehe weiter hinten). Nachtarbeit 23.00 bis 06.00 Uhr Grundsätzlich ausgeschlossen. Ausnahmen bedürfen der Bewilligung. Verschiedene Ausnahmen sind im Anhang zu ArGV 2 aufgelistet. Art. 16 ArG, Art. 17 Abs. 1 ArG Die Arbeitszeit während der Nacht darf sich auf max. 9 Stunden belaufen, sie muss mit Einschluss der Pausen in einem Zeitraum von 10 Stunden liegen. Art. 17a ArG, ArGV 2 Lohnzuschlag für vorübergehende Nachtarbeit (unter 25 Nächte pro Kalenderjahr) von 25%, Zeitzuschlag von 10% bei regelmässiger Nachtarbeit. Art. 17b ArG|Wo finden Sie spezielle Regelungen zur Nachtarbeit in verschiedenen Berufen? | Verordnung des Eidg. Departements für Wirtschaft, Bildung und Forschung (WBF) über die Ausnahmen vom Verbot von Nacht- und Sonntagsarbeit während der beruflichen Grundbildung (SR 822.115.4) 
Nachtarbeit 22.00 bis 06.00 Uhr Grundsätzlich nicht möglich, Ausnahmen bewilligt die kantonale Arbeitsmarktbehörde, sofern die Beschäftigung in der Nacht unentbehrlich ist. Art. 12 ArGV 5, Art. 31 Abs. 4 ArG In verschiedenen Berufen gibt es eine spezielle Regelung zur Nachtarbeit, diese finden Sie in der Verordnung des Eidg. Departements für Wirtschaft, Bildung und Forschung (WBF) über die Ausnahmen vom Verbot von Nacht- und Sonntagsarbeit während der beruflichen Grundbildung (SR 822.115.4, Link siehe weiter hinten). Nachtarbeit 23.00 bis 06.00 Uhr Grundsätzlich ausgeschlossen. Ausnahmen bedürfen der Bewilligung. Verschiedene Ausnahmen sind im Anhang zu ArGV 2 aufgelistet. Art. 16 ArG, Art. 17 Abs. 1 ArG Die Arbeitszeit während der Nacht darf sich auf max. 9 Stunden belaufen, sie muss mit Einschluss der Pausen in einem Zeitraum von 10 Stunden liegen. Art. 17a ArG, ArGV 2 Lohnzuschlag für vorübergehende Nachtarbeit (unter 25 Nächte pro Kalenderjahr) von 25%, Zeitzuschlag von 10% bei regelmässiger Nachtarbeit. Art. 17b ArG|Wann ist Nachtarbeit grundsätzlich ausgeschlossen? | 23.00 bis 06.00 Uhr 
Nachtarbeit 22.00 bis 06.00 Uhr Grundsätzlich nicht möglich, Ausnahmen bewilligt die kantonale Arbeitsmarktbehörde, sofern die Beschäftigung in der Nacht unentbehrlich ist. Art. 12 ArGV 5, Art. 31 Abs. 4 ArG In verschiedenen Berufen gibt es eine spezielle Regelung zur Nachtarbeit, diese finden Sie in der Verordnung des Eidg. Departements für Wirtschaft, Bildung und Forschung (WBF) über die Ausnahmen vom Verbot von Nacht- und Sonntagsarbeit während der beruflichen Grundbildung (SR 822.115.4, Link siehe weiter hinten). Nachtarbeit 23.00 bis 06.00 Uhr Grundsätzlich ausgeschlossen. Ausnahmen bedürfen der Bewilligung. Verschiedene Ausnahmen sind im Anhang zu ArGV 2 aufgelistet. Art. 16 ArG, Art. 17 Abs. 1 ArG Die Arbeitszeit während der Nacht darf sich auf max. 9 Stunden belaufen, sie muss mit Einschluss der Pausen in einem Zeitraum von 10 Stunden liegen. Art. 17a ArG, ArGV 2 Lohnzuschlag für vorübergehende Nachtarbeit (unter 25 Nächte pro Kalenderjahr) von 25%, Zeitzuschlag von 10% bei regelmässiger Nachtarbeit. Art. 17b ArG|Welche Voraussetzung ist für Ausnahmen von der grundsätzlichen Ausschlusszeit für Nachtarbeit erforderlich? | Bewilligung 
